"[1535413101140068HC3]시군구별","시군구별","[1535413101140068HD0]표시과목별","표시과목별","[Item]항목","항목","단위","2006.01 월","2007.01 월","2008.01 월","2009.01 월","2010.1/4","2011.1/4","2012.1/4","2013.1/4","2014.1/4","2015.1/4","2016.1/4","2017.1/4","2018.1/4","2019.1/4","2020.1/4","2021.1/4","2022.1/4","2023.1/4","2024.1/4","2025.1/4",
"1535413102140068HC3.110004","관악구","1535413102140068HD0.P","직업환경의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.110004","관악구","1535413102140068HD0.Q","예방의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","0","0","0","0","0","0","","0","0","0","0","0","0",
"1535413102140068HC3.110004","관악구","1535413102140068HD0.R","전문과목미표시전문의","1635413103140068AAA[14STD03220]","의원현황[개]","개","44","49","54","","60","60","59","58","53","52","51","48","49","49","50","52","55","55","53","54",
"1535413102140068HC3.110004","관악구","1535413102140068HD0.S","일반의","1635413103140068AAA[14STD03220]","의원현황[개]","개","24","23","22","","25","24","24","26","29","25","24","23","21","24","23","24","29","28","31","32",
"1535413102140068HC3.110005","구로구","1535413102140068HD0.1","내과","1635413103140068AAA[14STD03220]","의원현황[개]","개","25","25","25","","25","28","27","30","32","35","35","36","36","38","38","40","41","44","46","45",
"1535413102140068HC3.110005","구로구","1535413102140068HD0.2","신경과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.110005","구로구","1535413102140068HD0.3","정신건강의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","2","3","3","","3","3","3","3","3","6","7","7","7","9","9","10","11","11","11","11",
"1535413102140068HC3.110005","구로구","1535413102140068HD0.4","외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","5","6","6","","5","5","4","4","3","3","4","5","5","5","5","5","5","5","6","6",
"1535413102140068HC3.110005","구로구","1535413102140068HD0.5","정형외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","16","18","16","","16","16","16","16","16","17","19","18","19","19","20","21","23","26","26","27",
"1535413102140068HC3.110005","구로구","1535413102140068HD0.6","신경외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","1","1","1","1","1","1","2","3","3","4","5","5","5","4","4","5",
"1535413102140068HC3.110005","구로구","1535413102140068HD0.7","심장혈관흉부외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2",
"1535413102140068HC3.110005","구로구","1535413102140068HD0.8","성형외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","2","1","1","2","2","2","2","2","1","1","1","1","1","1","1","1",
"1535413102140068HC3.110005","구로구","1535413102140068HD0.9","마취통증의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","1","2","","3","3","3","2","3","4","4","5","5","5","5","10","10","11","11","9",
"1535413102140068HC3.110005","구로구","1535413102140068HD0.A","산부인과","1635413103140068AAA[14STD03220]","의원현황[개]","개","19","20","20","","19","19","18","16","16","14","10","12","12","12","12","12","12","12","12","12",
"1535413102140068HC3.110005","구로구","1535413102140068HD0.B","소아청소년과","1635413103140068AAA[14STD03220]","의원현황[개]","개","22","22","24","","23","23","23","25","23","20","19","21","19","19","20","18","18","18","17","16",
"1535413102140068HC3.110005","구로구","1535413102140068HD0.C","안과","1635413103140068AAA[14STD03220]","의원현황[개]","개","13","14","15","","14","14","13","13","14","13","14","14","14","14","14","14","15","16","18","18",
"1535413102140068HC3.110005","구로구","1535413102140068HD0.D","이비인후과","1635413103140068AAA[14STD03220]","의원현황[개]","개","18","15","16","","20","21","23","24","24","26","26","26","25","24","25","26","26","26","26","27",
"1535413102140068HC3.110005","구로구","1535413102140068HD0.E","피부과","1635413103140068AAA[14STD03220]","의원현황[개]","개","5","5","6","","7","6","8","8","11","11","10","10","10","10","9","9","9","9","9","9",
"1535413102140068HC3.110005","구로구","1535413102140068HD0.F","비뇨의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","4","4","4","","6","7","7","6","6","6","7","7","7","7","7","7","7","7","9","9",
"1535413102140068HC3.110005","구로구","1535413102140068HD0.G","영상의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","3","1","1","","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2",
"1535413102140068HC3.110005","구로구","1535413102140068HD0.H","방사선종양학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","","","","","","0","0","0","0",
"1535413102140068HC3.110005","구로구","1535413102140068HD0.I","병리과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.110005","구로구","1535413102140068HD0.J","진단검사의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.110005","구로구","1535413102140068HD0.K","결핵과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.110005","구로구","1535413102140068HD0.L","재활의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","3","3","4","","4","4","3","3","3","3","3","3","3","3","3","3","3","6","6","8",
"1535413102140068HC3.110005","구로구","1535413102140068HD0.M","핵의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.110005","구로구","1535413102140068HD0.N","가정의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","7","9","10","","10","10","10","13","13","13","13","13","13","14","14","14","14","14","14","14",
"1535413102140068HC3.110005","구로구","1535413102140068HD0.O","응급의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","","","","","","0","0","0","0",
"1535413102140068HC3.110005","구로구","1535413102140068HD0.P","직업환경의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.110005","구로구","1535413102140068HD0.Q","예방의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","0","0","0","0","0","0","","0","0","0","0","0","0",
"1535413102140068HC3.110005","구로구","1535413102140068HD0.R","전문과목미표시전문의","1635413103140068AAA[14STD03220]","의원현황[개]","개","44","46","46","","47","46","42","44","46","52","55","55","54","53","54","52","52","53","53","54",
"1535413102140068HC3.110005","구로구","1535413102140068HD0.S","일반의","1635413103140068AAA[14STD03220]","의원현황[개]","개","18","21","21","","25","22","23","20","19","17","22","22","23","21","23","19","18","20","19","24",
"1535413102140068HC3.110006","도봉구","1535413102140068HD0.1","내과","1635413103140068AAA[14STD03220]","의원현황[개]","개","24","24","23","","24","23","24","25","26","28","28","28","28","28","28","28","28","30","32","32",
"1535413102140068HC3.110006","도봉구","1535413102140068HD0.2","신경과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.110006","도봉구","1535413102140068HD0.3","정신건강의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","2","3","2","","3","3","3","3","3","3","3","3","3","4","4","5","5","6","6","6",
"1535413102140068HC3.110006","도봉구","1535413102140068HD0.4","외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","6","6","6","","6","7","8","8","8","8","7","7","7","7","7","7","7","7","7","6",
"1535413102140068HC3.110006","도봉구","1535413102140068HD0.5","정형외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","10","10","10","","9","9","8","8","8","8","8","9","10","10","10","9","8","10","12","12",
"1535413102140068HC3.110006","도봉구","1535413102140068HD0.6","신경외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","1","","1","1","1","1","1","2","2","2","2","2","2","3","3","3","3","3",
"1535413102140068HC3.110006","도봉구","1535413102140068HD0.7","심장혈관흉부외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.110006","도봉구","1535413102140068HD0.8","성형외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.110006","도봉구","1535413102140068HD0.9","마취통증의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","2","2","2","","3","3","3","3","5","6","6","7","8","8","9","11","11","11","11","11",
"1535413102140068HC3.110006","도봉구","1535413102140068HD0.A","산부인과","1635413103140068AAA[14STD03220]","의원현황[개]","개","14","10","9","","7","8","8","8","8","8","8","8","7","7","7","6","6","6","6","6",
"1535413102140068HC3.110006","도봉구","1535413102140068HD0.B","소아청소년과","1635413103140068AAA[14STD03220]","의원현황[개]","개","24","23","21","","20","19","18","15","16","16","17","17","17","15","15","13","13","13","13","12",
"1535413102140068HC3.110006","도봉구","1535413102140068HD0.C","안과","1635413103140068AAA[14STD03220]","의원현황[개]","개","9","10","10","","10","10","10","10","10","10","10","11","11","11","11","11","11","11","11","11",
"1535413102140068HC3.110006","도봉구","1535413102140068HD0.D","이비인후과","1635413103140068AAA[14STD03220]","의원현황[개]","개","15","14","18","","16","16","15","16","15","13","14","14","14","14","14","14","14","14","15","15",
"1535413102140068HC3.110006","도봉구","1535413102140068HD0.E","피부과","1635413103140068AAA[14STD03220]","의원현황[개]","개","5","5","5","","6","6","6","6","6","5","5","5","5","5","5","6","6","6","7","7",
"1535413102140068HC3.110006","도봉구","1535413102140068HD0.F","비뇨의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","4","3","3","","3","3","3","2","2","2","2","3","3","3","3","3","3","3","3","3",
"1535413102140068HC3.110006","도봉구","1535413102140068HD0.G","영상의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","1","1","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.110006","도봉구","1535413102140068HD0.H","방사선종양학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","","","","","","0","0","0","0",
"1535413102140068HC3.110006","도봉구","1535413102140068HD0.I","병리과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.110006","도봉구","1535413102140068HD0.J","진단검사의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.110006","도봉구","1535413102140068HD0.K","결핵과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.110006","도봉구","1535413102140068HD0.L","재활의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","3","3","3","","2","2","2","2","2","2","2","2","2","2","3","3","4","4","5","5",
"1535413102140068HC3.110006","도봉구","1535413102140068HD0.M","핵의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.110006","도봉구","1535413102140068HD0.N","가정의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","4","4","2","","3","2","2","2","2","4","5","6","8","8","7","7","7","7","7","8",
"1535413102140068HC3.110006","도봉구","1535413102140068HD0.O","응급의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","","","","","","0","0","0","0",
"1535413102140068HC3.110006","도봉구","1535413102140068HD0.P","직업환경의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.110006","도봉구","1535413102140068HD0.Q","예방의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","0","0","0","0","0","0","","0","0","0","0","0","0",
"1535413102140068HC3.110006","도봉구","1535413102140068HD0.R","전문과목미표시전문의","1635413103140068AAA[14STD03220]","의원현황[개]","개","17","16","22","","28","27","25","23","22","23","18","22","22","22","24","24","25","25","27","28",
