region_sido,region_sigungu,doctor_level,year,doctor_no
강원,인제군,레지던트,2007,0
강원,인제군,레지던트,2008,0
강원,인제군,레지던트,2009,0
강원,인제군,레지던트,2010,0
강원,인제군,레지던트,2011,0
강원,인제군,레지던트,2012,0
강원,인제군,레지던트,2013,0
강원,인제군,레지던트,2014,0
강원,인제군,레지던트,2015,0
강원,인제군,레지던트,2016,0
강원,인제군,레지던트,2017,0
강원,인제군,레지던트,2018,0
강원,인제군,레지던트,2019,0
강원,인제군,레지던트,2020,0
강원,인제군,레지던트,2021,0
강원,인제군,레지던트,2022,0
강원,인제군,레지던트,2023,0
강원,인제군,레지던트,2024,0
강원,인제군,레지던트,2025,0
강원,인제군,인턴,2007,0
강원,인제군,인턴,2008,0
강원,인제군,인턴,2009,0
강원,인제군,인턴,2010,0
강원,인제군,인턴,2011,0
강원,인제군,인턴,2012,0
강원,인제군,인턴,2013,0
강원,인제군,인턴,2014,0
강원,인제군,인턴,2015,0
강원,인제군,인턴,2016,0
강원,인제군,인턴,2017,0
강원,인제군,인턴,2018,0
강원,인제군,인턴,2019,0
강원,인제군,인턴,2020,0
강원,인제군,인턴,2021,0
강원,인제군,인턴,2022,0
강원,인제군,인턴,2023,0
강원,인제군,인턴,2024,0
강원,인제군,인턴,2025,0
강원,인제군,일반의,2007,9
강원,인제군,일반의,2008,10
강원,인제군,일반의,2009,11
강원,인제군,일반의,2010,9
강원,인제군,일반의,2011,8
강원,인제군,일반의,2012,9
강원,인제군,일반의,2013,9
강원,인제군,일반의,2014,8
강원,인제군,일반의,2015,9
강원,인제군,일반의,2016,8
강원,인제군,일반의,2017,8
강원,인제군,일반의,2018,9
강원,인제군,일반의,2019,10
강원,인제군,일반의,2020,12
강원,인제군,일반의,2021,10
강원,인제군,일반의,2022,10
강원,인제군,일반의,2023,8
강원,인제군,일반의,2024,6
강원,인제군,일반의,2025,6
강원,인제군,전문의,2007,13
강원,인제군,전문의,2008,13
강원,인제군,전문의,2009,13
강원,인제군,전문의,2010,16
강원,인제군,전문의,2011,16
강원,인제군,전문의,2012,15
강원,인제군,전문의,2013,15
강원,인제군,전문의,2014,16
강원,인제군,전문의,2015,16
강원,인제군,전문의,2016,16
강원,인제군,전문의,2017,13
강원,인제군,전문의,2018,14
강원,인제군,전문의,2019,12
강원,인제군,전문의,2020,9
강원,인제군,전문의,2021,8
강원,인제군,전문의,2022,9
강원,인제군,전문의,2023,9
강원,인제군,전문의,2024,9
강원,인제군,전문의,2025,15
강원,정선군,total,2007,38
강원,정선군,total,2008,32
강원,정선군,total,2009,37
강원,정선군,total,2010,30
강원,정선군,total,2011,29
강원,정선군,total,2012,27
강원,정선군,total,2013,28
강원,정선군,total,2014,28
강원,정선군,total,2015,28
강원,정선군,total,2016,26
강원,정선군,total,2017,33
강원,정선군,total,2018,33
강원,정선군,total,2019,32
강원,정선군,total,2020,29
강원,정선군,total,2021,30
강원,정선군,total,2022,28
강원,정선군,total,2023,26
강원,정선군,total,2024,26
강원,정선군,total,2025,27
강원,정선군,레지던트,2007,0
강원,정선군,레지던트,2008,0
강원,정선군,레지던트,2009,0
강원,정선군,레지던트,2010,0
강원,정선군,레지던트,2011,0
강원,정선군,레지던트,2012,0
강원,정선군,레지던트,2013,0
강원,정선군,레지던트,2014,0
강원,정선군,레지던트,2015,0
강원,정선군,레지던트,2016,0
강원,정선군,레지던트,2017,0
강원,정선군,레지던트,2018,0
강원,정선군,레지던트,2019,0
강원,정선군,레지던트,2020,0
강원,정선군,레지던트,2021,0
강원,정선군,레지던트,2022,0
강원,정선군,레지던트,2023,0
강원,정선군,레지던트,2024,0
강원,정선군,레지던트,2025,0
강원,정선군,인턴,2007,0
강원,정선군,인턴,2008,0
강원,정선군,인턴,2009,0
강원,정선군,인턴,2010,0
강원,정선군,인턴,2011,0
강원,정선군,인턴,2012,0
강원,정선군,인턴,2013,0
강원,정선군,인턴,2014,0
강원,정선군,인턴,2015,0
강원,정선군,인턴,2016,0
강원,정선군,인턴,2017,0
강원,정선군,인턴,2018,0
강원,정선군,인턴,2019,0
강원,정선군,인턴,2020,0
강원,정선군,인턴,2021,0
강원,정선군,인턴,2022,0
강원,정선군,인턴,2023,0
강원,정선군,인턴,2024,0
강원,정선군,인턴,2025,0
강원,정선군,일반의,2007,14
강원,정선군,일반의,2008,10
강원,정선군,일반의,2009,11
강원,정선군,일반의,2010,11
강원,정선군,일반의,2011,7
강원,정선군,일반의,2012,6
강원,정선군,일반의,2013,7
강원,정선군,일반의,2014,5
강원,정선군,일반의,2015,7
강원,정선군,일반의,2016,8
강원,정선군,일반의,2017,10
강원,정선군,일반의,2018,11
강원,정선군,일반의,2019,13
강원,정선군,일반의,2020,13
강원,정선군,일반의,2021,12
강원,정선군,일반의,2022,10
강원,정선군,일반의,2023,11
강원,정선군,일반의,2024,11
강원,정선군,일반의,2025,9
강원,정선군,전문의,2007,24
강원,정선군,전문의,2008,22
강원,정선군,전문의,2009,26
강원,정선군,전문의,2010,19
강원,정선군,전문의,2011,22
강원,정선군,전문의,2012,21
강원,정선군,전문의,2013,21
강원,정선군,전문의,2014,23
강원,정선군,전문의,2015,21
강원,정선군,전문의,2016,18
강원,정선군,전문의,2017,23
강원,정선군,전문의,2018,22
강원,정선군,전문의,2019,19
강원,정선군,전문의,2020,16
강원,정선군,전문의,2021,18
강원,정선군,전문의,2022,18
강원,정선군,전문의,2023,15
강원,정선군,전문의,2024,15
강원,정선군,전문의,2025,18
강원,철원군,total,2007,39
강원,철원군,total,2008,32
강원,철원군,total,2009,32
강원,철원군,total,2010,38
강원,철원군,total,2011,38
강원,철원군,total,2012,39
강원,철원군,total,2013,41
강원,철원군,total,2014,40
강원,철원군,total,2015,38
강원,철원군,total,2016,39
강원,철원군,total,2017,39
강원,철원군,total,2018,39
강원,철원군,total,2019,39
강원,철원군,total,2020,39
강원,철원군,total,2021,39
강원,철원군,total,2022,43
강원,철원군,total,2023,35
강원,철원군,total,2024,31
강원,철원군,total,2025,37
강원,철원군,레지던트,2007,0
강원,철원군,레지던트,2008,0
강원,철원군,레지던트,2009,0
강원,철원군,레지던트,2010,0
강원,철원군,레지던트,2011,0
강원,철원군,레지던트,2012,0
강원,철원군,레지던트,2013,0
강원,철원군,레지던트,2014,0
강원,철원군,레지던트,2015,0
강원,철원군,레지던트,2016,0
강원,철원군,레지던트,2017,0
강원,철원군,레지던트,2018,0
강원,철원군,레지던트,2019,0
강원,철원군,레지던트,2020,1
강원,철원군,레지던트,2021,0
강원,철원군,레지던트,2022,0
강원,철원군,레지던트,2023,0
강원,철원군,레지던트,2024,0
강원,철원군,레지던트,2025,0
강원,철원군,인턴,2007,0
강원,철원군,인턴,2008,0
강원,철원군,인턴,2009,0
강원,철원군,인턴,2010,0
강원,철원군,인턴,2011,0
강원,철원군,인턴,2012,0
강원,철원군,인턴,2013,0
강원,철원군,인턴,2014,0
강원,철원군,인턴,2015,0
강원,철원군,인턴,2016,0
강원,철원군,인턴,2017,0
강원,철원군,인턴,2018,0
강원,철원군,인턴,2019,0
강원,철원군,인턴,2020,0
강원,철원군,인턴,2021,0
강원,철원군,인턴,2022,0
강원,철원군,인턴,2023,1
강원,철원군,인턴,2024,0
강원,철원군,인턴,2025,0
강원,철원군,일반의,2007,7
강원,철원군,일반의,2008,6
강원,철원군,일반의,2009,9
강원,철원군,일반의,2010,11
강원,철원군,일반의,2011,8
강원,철원군,일반의,2012,6
강원,철원군,일반의,2013,6
강원,철원군,일반의,2014,6
강원,철원군,일반의,2015,7
강원,철원군,일반의,2016,7
강원,철원군,일반의,2017,7
강원,철원군,일반의,2018,9
강원,철원군,일반의,2019,9
강원,철원군,일반의,2020,8
강원,철원군,일반의,2021,8
강원,철원군,일반의,2022,10
강원,철원군,일반의,2023,5
강원,철원군,일반의,2024,5
강원,철원군,일반의,2025,7
강원,철원군,전문의,2007,32
강원,철원군,전문의,2008,26
강원,철원군,전문의,2009,23
강원,철원군,전문의,2010,27
강원,철원군,전문의,2011,30
강원,철원군,전문의,2012,33
강원,철원군,전문의,2013,35
강원,철원군,전문의,2014,34
강원,철원군,전문의,2015,31
강원,철원군,전문의,2016,32
강원,철원군,전문의,2017,32
강원,철원군,전문의,2018,30
강원,철원군,전문의,2019,30
강원,철원군,전문의,2020,30
강원,철원군,전문의,2021,31
강원,철원군,전문의,2022,33
강원,철원군,전문의,2023,29
강원,철원군,전문의,2024,26
강원,철원군,전문의,2025,30
강원,춘천시,total,2007,482
강원,춘천시,total,2008,494
강원,춘천시,total,2009,521
강원,춘천시,total,2010,541
강원,춘천시,total,2011,590
강원,춘천시,total,2012,603
강원,춘천시,total,2013,597
강원,춘천시,total,2014,626
강원,춘천시,total,2015,640
강원,춘천시,total,2016,670
강원,춘천시,total,2017,709
강원,춘천시,total,2018,710
강원,춘천시,total,2019,733
강원,춘천시,total,2020,729
강원,춘천시,total,2021,762
강원,춘천시,total,2022,754
강원,춘천시,total,2023,756
강원,춘천시,total,2024,752
강원,춘천시,total,2025,662
강원,춘천시,레지던트,2007,102
강원,춘천시,레지던트,2008,113
강원,춘천시,레지던트,2009,125
강원,춘천시,레지던트,2010,107
강원,춘천시,레지던트,2011,116
강원,춘천시,레지던트,2012,121
강원,춘천시,레지던트,2013,95
강원,춘천시,레지던트,2014,112
강원,춘천시,레지던트,2015,105
강원,춘천시,레지던트,2016,107
강원,춘천시,레지던트,2017,123
강원,춘천시,레지던트,2018,126
강원,춘천시,레지던트,2019,107
강원,춘천시,레지던트,2020,104
강원,춘천시,레지던트,2021,108
강원,춘천시,레지던트,2022,113
강원,춘천시,레지던트,2023,113
강원,춘천시,레지던트,2024,121
강원,춘천시,레지던트,2025,22
강원,춘천시,인턴,2007,31
강원,춘천시,인턴,2008,25
강원,춘천시,인턴,2009,8
강원,춘천시,인턴,2010,23
강원,춘천시,인턴,2011,20
강원,춘천시,인턴,2012,16
강원,춘천시,인턴,2013,25
강원,춘천시,인턴,2014,16
강원,춘천시,인턴,2015,33
강원,춘천시,인턴,2016,29
강원,춘천시,인턴,2017,35
강원,춘천시,인턴,2018,25
강원,춘천시,인턴,2019,41
강원,춘천시,인턴,2020,33
강원,춘천시,인턴,2021,46
강원,춘천시,인턴,2022,35
강원,춘천시,인턴,2023,33
강원,춘천시,인턴,2024,6
강원,춘천시,인턴,2025,1
강원,춘천시,일반의,2007,20
강원,춘천시,일반의,2008,18
강원,춘천시,일반의,2009,23
강원,춘천시,일반의,2010,34
강원,춘천시,일반의,2011,39
강원,춘천시,일반의,2012,29
강원,춘천시,일반의,2013,29
강원,춘천시,일반의,2014,28
강원,춘천시,일반의,2015,26
강원,춘천시,일반의,2016,21
강원,춘천시,일반의,2017,21
강원,춘천시,일반의,2018,23
강원,춘천시,일반의,2019,22
강원,춘천시,일반의,2020,24
강원,춘천시,일반의,2021,24
강원,춘천시,일반의,2022,26
강원,춘천시,일반의,2023,23
강원,춘천시,일반의,2024,24
강원,춘천시,일반의,2025,53
강원,춘천시,전문의,2007,329
강원,춘천시,전문의,2008,338
강원,춘천시,전문의,2009,365
강원,춘천시,전문의,2010,377
강원,춘천시,전문의,2011,415
강원,춘천시,전문의,2012,437
강원,춘천시,전문의,2013,448
강원,춘천시,전문의,2014,470
강원,춘천시,전문의,2015,476
강원,춘천시,전문의,2016,513
강원,춘천시,전문의,2017,530
강원,춘천시,전문의,2018,536
강원,춘천시,전문의,2019,563
강원,춘천시,전문의,2020,568
강원,춘천시,전문의,2021,584
강원,춘천시,전문의,2022,580
강원,춘천시,전문의,2023,587
강원,춘천시,전문의,2024,601
강원,춘천시,전문의,2025,586
강원,태백시,total,2007,53
강원,태백시,total,2008,52
강원,태백시,total,2009,47
강원,태백시,total,2010,49
강원,태백시,total,2011,53
강원,태백시,total,2012,51
강원,태백시,total,2013,51
강원,태백시,total,2014,50
강원,태백시,total,2015,51
강원,태백시,total,2016,48
강원,태백시,total,2017,48
강원,태백시,total,2018,47
강원,태백시,total,2019,52
강원,태백시,total,2020,51
강원,태백시,total,2021,51
강원,태백시,total,2022,51
강원,태백시,total,2023,50
강원,태백시,total,2024,52
강원,태백시,total,2025,54
강원,태백시,레지던트,2007,0
강원,태백시,레지던트,2008,0
강원,태백시,레지던트,2009,0
강원,태백시,레지던트,2010,0
강원,태백시,레지던트,2011,0
강원,태백시,레지던트,2012,0
강원,태백시,레지던트,2013,0
강원,태백시,레지던트,2014,0
강원,태백시,레지던트,2015,0
강원,태백시,레지던트,2016,0
강원,태백시,레지던트,2017,0
강원,태백시,레지던트,2018,0
강원,태백시,레지던트,2019,0
강원,태백시,레지던트,2020,0
강원,태백시,레지던트,2021,0
강원,태백시,레지던트,2022,0
강원,태백시,레지던트,2023,0
강원,태백시,레지던트,2024,0
강원,태백시,레지던트,2025,0
강원,태백시,인턴,2007,0
강원,태백시,인턴,2008,0
강원,태백시,인턴,2009,0
강원,태백시,인턴,2010,0
강원,태백시,인턴,2011,0
강원,태백시,인턴,2012,0
강원,태백시,인턴,2013,0
강원,태백시,인턴,2014,0
강원,태백시,인턴,2015,0
강원,태백시,인턴,2016,0
강원,태백시,인턴,2017,0
강원,태백시,인턴,2018,0
강원,태백시,인턴,2019,0
강원,태백시,인턴,2020,1
강원,태백시,인턴,2021,1
강원,태백시,인턴,2022,1
강원,태백시,인턴,2023,0
강원,태백시,인턴,2024,0
강원,태백시,인턴,2025,0
강원,태백시,일반의,2007,7
강원,태백시,일반의,2008,8
강원,태백시,일반의,2009,8
강원,태백시,일반의,2010,12
강원,태백시,일반의,2011,8
강원,태백시,일반의,2012,6
강원,태백시,일반의,2013,6
강원,태백시,일반의,2014,8
강원,태백시,일반의,2015,9
강원,태백시,일반의,2016,7
강원,태백시,일반의,2017,6
강원,태백시,일반의,2018,6
강원,태백시,일반의,2019,7
강원,태백시,일반의,2020,8
강원,태백시,일반의,2021,9
강원,태백시,일반의,2022,8
강원,태백시,일반의,2023,9
강원,태백시,일반의,2024,8
강원,태백시,일반의,2025,10
강원,태백시,전문의,2007,46
강원,태백시,전문의,2008,44
강원,태백시,전문의,2009,39
강원,태백시,전문의,2010,37
강원,태백시,전문의,2011,45
강원,태백시,전문의,2012,45
강원,태백시,전문의,2013,45
강원,태백시,전문의,2014,42
강원,태백시,전문의,2015,42
강원,태백시,전문의,2016,41
강원,태백시,전문의,2017,42
강원,태백시,전문의,2018,41
강원,태백시,전문의,2019,45
강원,태백시,전문의,2020,42
강원,태백시,전문의,2021,41
강원,태백시,전문의,2022,42
