요양기관명,요양종별,시도명,시군구명,폐업일자
연세베스트항외과의원,의원,경기,안양시 동안구,2013-05-31
연세병원,병원,경기,평택시,2008-08-01
연세병원,병원,경기,평택시,2013-03-04
연세병원,병원,경기,이천시,2012-01-02
연세병원,병원,전남,목포시,2014-02-28
연세보람치과의원,치과의원,세종,세종시,2021-11-04
연세보미온의원,의원,인천,서구,2024-12-12
연세보미온의원,의원,인천,서구,2024-10-22
연세보스톤치과의원,치과의원,경기,화성시,2023-04-27
연세복음의원,의원,서울,관악구,2004-04-21
연세복음의원,의원,서울,관악구,2006-05-17
연세복음의원,의원,경기,의정부시,2005-12-26
연세복음치과의원,치과의원,경기,고양시 일산동구,2024-02-29
연세복치과의원,치과의원,경기,가평군,2020-11-13
연세본병원,병원,서울,중랑구,2024-02-01
연세본병원,병원,서울,중랑구,2025-02-20
연세본신경과의원,의원,서울,은평구,2010-04-30
연세본연합의원,의원,경기,고양시 일산서구,2002-08-01
연세본우정형외과의원,의원,서울,노원구,2021-06-01
연세본정형외과의원,의원,서울,관악구,2015-12-27
연세본치과의원,치과의원,경기,군포시,2017-03-31
연세본치과의원,치과의원,경기,안성시,2015-04-01
연세봄내과소아청소년과의원,의원,경기,부천시,2018-10-01
연세봄소아청소년과의원,의원,서울,강남구,2016-12-13
연세봄의원,의원,경기,안양시 동안구,2017-07-03
연세봄의원,의원,경남,창원시 성산구,2018-12-01
연세봄의원,의원,경남,창원시 성산구,2022-08-13
"연세봄이비인후과의원,한의원",한의원,서울,송파구,2021-11-17
연세봄치과의원,치과의원,서울,구로구,2013-07-01
연세봄치과의원,치과의원,제주,제주시,2007-11-30
연세봄치과의원,치과의원,제주,제주시,2008-12-31
연세부부의원,의원,서울,성북구,2010-05-23
연세부부치과의원,치과의원,서울,서대문구,2004-11-06
연세부부치과의원,치과의원,경기,고양시 일산서구,2001-04-30
연세부부치과의원,치과의원,경기,부천시,2009-03-25
연세브라이튼안과의원,의원,서울,강남구,2025-05-28
연세비뇨기과의원,의원,경기,부천시,2000-09-30
연세비뇨기과의원,의원,경남,진주시,2009-01-20
연세비뇨기과의원,의원,경기,광명시,2005-07-22
연세비뇨기과의원,의원,경기,광명시,2012-11-09
연세비앤에이의원,의원,서울,마포구,2022-07-07
연세비앤이치과의원,치과의원,부산,북구,2010-04-28
연세비에이치의원,의원,충남,아산시,2025-09-27
연세비엔에이치과의원,치과의원,서울,강남구,2015-04-14
연세빛치과의원,치과의원,경기,고양시 일산서구,2022-08-31
연세사랑꽃소아과의원,의원,경기,고양시 덕양구,2023-07-01
연세사랑모아 하이푸 의원,의원,강원,원주시,2025-07-31
연세사랑모아산부인과의원,의원,서울,구로구,2014-05-25
연세사랑모아여성병원,병원,서울,구로구,2020-02-24
연세사랑병원,병원,서울,송파구,2006-02-01
연세사랑병원,병원,서울,서초구,2013-04-01
연세사랑병원,병원,서울,강동구,2012-06-01
연세사랑병원,병원,서울,강동구,2015-12-17
연세사랑병원,요양병원,서울,송파구,2006-12-01
연세사랑병원,병원,경기,부천시,2010-11-01
연세사랑병원,병원,경기,부천시,2008-03-31
연세사랑병원,병원,경기,고양시 덕양구,2012-07-16
연세사랑소아과의원,의원,강원,원주시,2005-04-12
연세사랑연합의원,의원,경남,함안군,2023-12-31
연세사랑요양병원,요양병원,서울,송파구,2017-09-01
연세사랑요양병원,요양병원,경기,고양시 덕양구,2006-11-01
연세사랑의신경외과의원,의원,서울,강서구,2015-08-17
연세사랑의원,의원,서울,중랑구,2010-02-22
연세사랑의원,의원,인천,미추홀구,2012-10-18
연세사랑의원,의원,인천,계양구,2015-10-06
연세사랑의원,의원,경기,고양시 일산서구,2001-10-21
연세사랑의원,의원,경기,성남시 중원구,2008-08-25
연세사랑의원,의원,경기,고양시 일산서구,2004-04-24
연세사랑의원,의원,경기,고양시 일산서구,2004-10-08
연세사랑의치과의원,치과의원,경기,고양시 일산동구,2015-01-19
연세사랑이비인후과의원,의원,서울,강동구,2006-08-14
연세사랑정형외과의원,의원,서울,노원구,2016-03-15
연세사랑치과의원,치과의원,충남,천안시 동남구,2021-10-01
연세산부인과병원,병원,경기,수원시 권선구,2005-02-28
연세산부인과의원,의원,서울,송파구,2015-02-25
연세산부인과의원,의원,서울,강남구,2002-10-25
연세산부인과의원,의원,인천,남동구,2020-12-01
연세산부인과의원,의원,경기,성남시 중원구,2011-06-01
연세산부인과의원,의원,경기,고양시 일산서구,2002-02-02
연세산부인과의원,의원,경기,부천시,2002-04-11
연세산부인과의원,의원,경기,수원시 팔달구,2002-02-18
연세산부인과의원,의원,강원,춘천시,2007-04-16
연세산부인과의원,의원,강원,삼척시,2005-04-20
연세산부인과의원,의원,강원,삼척시,2006-02-01
연세산부인과의원,의원,충북,청주시 상당구,2007-11-12
연세산부인과의원,의원,경북,칠곡군,2009-07-10
연세산부인과의원,의원,경북,칠곡군,2004-10-11
연세산부인과의원,의원,경남,하동군,2006-11-27
연세산부인과의원,의원,울산,중구,2006-01-27
연세산부인과의원,의원,제주,제주시,2004-05-01
연세삼성내과의원,의원,서울,송파구,2003-06-13
연세삼성민정형외과의원,의원,경기,안양시 만안구,2018-06-14
연세삼성산부인과의원,의원,서울,성북구,2006-01-03
연세삼성산부인과의원,의원,서울,성북구,2023-04-26
연세삼성의원,의원,경기,양주시,2011-10-01
연세상의원,의원,서울,강남구,2010-09-27
연세새로이치과의원,치과의원,강원,춘천시,2015-09-30
연세새롬병원,병원,경기,김포시,2009-07-03
연세새살로의원,의원,인천,부평구,2010-07-29
연세새힘병원,병원,인천,남동구,2010-08-20
연세새힘병원,병원,인천,남동구,2011-11-23
연세샘치과의원,치과의원,인천,남동구,2023-10-04
연세샤인의원,의원,서울,강남구,2016-08-16
연세서울병원,병원,경기,고양시 일산동구,2021-04-19
연세서울병원,병원,경기,안산시 상록구,2022-03-01
연세서울의원,의원,서울,광진구,2014-09-23
연세석외과의원,의원,인천,부평구,2016-11-28
연세선가정의학과의원,의원,서울,성북구,2015-10-05
연세선소아청소년과의원,의원,경기,광명시,2014-08-11
연세선이고은치과의원,치과의원,경기,화성시,2016-10-24
연세선치과의원,치과의원,서울,마포구,2015-06-24
연세선치과의원,치과의원,경기,고양시 일산동구,2008-12-01
연세선치과의원,치과의원,경기,성남시 분당구,2025-04-07
연세선치과의원,치과의원,강원,강릉시,2007-03-05
연세선치과의원,치과의원,강원,강릉시,2006-07-27
연세선치과의원,치과의원,강원,강릉시,2006-12-15
연세선치과의원,치과의원,전북,군산시,2016-06-30
연세성모내과의원,의원,서울,강남구,2022-12-21
연세성모의원,의원,서울,종로구,2004-05-31
연세성모의원,의원,서울,종로구,2012-01-16
연세성모의원,의원,서울,동작구,2024-03-22
연세성모의원,의원,서울,종로구,2013-04-15
연세성형외과의원,의원,서울,강남구,2010-11-08
연세성형외과의원,의원,서울,서초구,2010-03-03
연세성형외과의원,의원,서울,강남구,2018-04-03
연세성형외과의원,의원,경기,성남시 분당구,2002-05-03
연세성형외과의원,의원,울산,남구,2002-08-15
연세성형외과의원,의원,경기,부천시,2006-02-28
연세세미래병원,병원,경기,수원시 팔달구,2014-09-01
연세세미래요양병원,요양병원,경기,수원시 팔달구,2020-09-25
연세세브란스의원,의원,경기,수원시 장안구,2008-09-24
연세세브란스치과의원,치과의원,인천,부평구,2024-08-27
연세세브란스치과의원,치과의원,경기,성남시 수정구,2024-02-26
연세세인병원,병원,경기,평택시,2016-08-01
연세세종외과의원,의원,서울,구로구,2013-06-03
연세센스이비인후과의원,의원,서울,종로구,2019-02-14
연세센텀치과의원,치과의원,서울,중구,2025-09-24
연세센트럴치과의원,치과의원,경기,부천시,2024-12-10
연세셀병원,병원,경기,의정부시,2017-08-01
연세셀의원,의원,경기,연천군,2018-02-22
연세소망요양병원,요양병원,인천,계양구,2016-06-24
연세소망치과의원,치과의원,경기,고양시 일산동구,2013-08-05
연세소망치과의원,치과의원,경기,고양시 일산동구,2014-08-18
연세소망치과의원,치과의원,경기,수원시 권선구,2016-12-01
연세소아과의원,의원,서울,은평구,2011-03-02
연세소아과의원,의원,서울,강남구,2003-06-18
연세소아과의원,의원,서울,강서구,2002-06-29
연세소아과의원,의원,서울,양천구,2005-06-13
연세소아과의원,의원,서울,관악구,2002-05-06
연세소아과의원,의원,서울,마포구,2010-07-01
연세소아과의원,의원,서울,강서구,2006-09-14
연세소아과의원,의원,경기,남양주시,2003-01-02
연세소아과의원,의원,경기,군포시,2012-11-12
연세소아과의원,의원,충남,금산군,2019-01-01
연세소아과의원,의원,충남,천안시 서북구,2009-07-01
연세소아과의원,의원,경북,구미시,2020-02-25
연세소아과의원,의원,경남,창원시,2001-07-31
연세소아청소년과의원,의원,서울,성동구,2021-04-12
연세소아청소년과의원,의원,서울,송파구,2022-07-07
연세소아청소년과의원,의원,서울,종로구,2018-01-01
연세소아청소년과의원,의원,서울,강동구,2016-01-01
연세소아청소년과의원,의원,서울,강북구,2014-03-03
연세소아청소년과의원,의원,서울,마포구,2021-10-25
연세소아청소년과의원,의원,경기,광주시,2020-01-02
연세소아청소년과의원,의원,인천,남동구,2016-03-01
연세소아청소년과의원,의원,경기,성남시 수정구,2015-10-01
연세소아청소년과의원,의원,인천,서구,2020-06-01
연세소아청소년과의원,의원,경기,남양주시,2012-10-04
연세소아청소년과의원,의원,경기,시흥시,2022-07-25
연세소아청소년과의원,의원,인천,중구,2016-05-31
연세소아청소년과의원,의원,경기,의왕시,2014-11-06
연세소아청소년과의원,의원,충북,청주시 청원구,2018-02-26
연세소아청소년과의원,의원,충남,서산시,2013-01-02
연세소아청소년과의원,의원,경남,창원시 마산회원구,2025-04-13
연세소아청소년과의원,의원,경기,과천시,2016-08-01
연세소아청소년과의원,의원,경기,양주시,2019-06-04
연세소아청소년과의원,의원,경기,수원시 권선구,2025-03-24
연세소중한이치과의원,치과의원,서울,금천구,2015-12-31
연세소화의원,의원,경기,시흥시,2004-09-13
연세속편한의원,의원,경기,남양주시,2017-05-17
연세손내과의원,의원,서울,강서구,2017-02-13
연세손소아청소년과의원,의원,경기,성남시 수정구,2025-01-01
연세솔의원,의원,경기,안산시 단원구,2005-08-10
연세솔재활의학과의원,의원,경기,용인시 처인구,2022-11-27
연세솔치과의원,치과의원,서울,서대문구,2013-10-01
연세송파치과의원,치과의원,서울,송파구,2013-01-16
연세수가정의학과의원,의원,서울,강서구,2019-08-02
연세수소아청소년과의원,의원,서울,강동구,2015-06-17
연세수의원,의원,서울,영등포구,2010-06-28
연세수의원,의원,충북,충주시,2022-03-27
연세수의원,의원,경기,고양시 덕양구,2019-04-30
연세수정형외과의원,의원,경기,용인시 처인구,2025-11-10
연세수치과의원,치과의원,서울,관악구,2004-04-21
연세수치과의원,치과의원,서울,구로구,2019-12-28
연세수치과의원,치과의원,서울,은평구,2010-04-01
연세수치과의원,치과의원,서울,영등포구,2009-10-20
연세수치과의원,치과의원,서울,영등포구,2011-12-01
연세수치과의원,치과의원,서울,은평구,2012-07-02
연세수치과의원,치과의원,서울,노원구,2018-02-01
연세수치과의원,치과의원,경기,성남시 분당구,2025-06-01
연세수치과의원,치과의원,경기,부천시,2019-05-13
연세수치과의원,치과의원,경기,안산시 상록구,2017-01-01
연세순풍산부인과의원,의원,강원,원주시,2014-03-01
연세스마일치과의원,치과의원,서울,성북구,2013-05-31
연세스마일치과의원,치과의원,서울,마포구,2024-07-15
연세스마일치과의원,치과의원,서울,노원구,2025-02-01
연세스마일치과의원,치과의원,경기,시흥시,2019-01-31
연세스마일치과의원,치과의원,경북,경주시,2016-01-14
